monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Lift, Parking, Playground, Jogging Track, Minimart, Multipurpose hall",Air-Cond,"No 6, Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor","Apartment De Palma Blok 3 Setia Alam untuk disewa <br>.<br>.<br>Details<br>- 850sqft<br>- 2 unit parking<br>- 3 Bilik Tidur 2 Bilik Air<br>- Lengkap Kabinet dapur, 1aircond, Grill, Dryer, Lampu & Kipas<br>- Gated & Guarded<br>- Kemudahan: 3 lif, tmn permainan, court badminton, surau, dewan serbaguna<br>.<br>.<br>ASKING RENTAL : RM 1200<br>.<br>.<br>Kindly please call/whatsapp:<br>012-5045318<br>Puan Hajar<br>PEA 1957<br>Team Sales Manager<br>Protasa Properties Sdn Bhd",Selangor,Setia Alam,2025-02-24 10:34,2025-02-24,109219102,3.1343061517810127,101.47590465794737
"RM 1,150 per month","Apartment / Condominium, For rent",Service Residence,1,1,400 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Setia Murni U13/51, Setia Alam, Selangor",Full Furnished Studio @ Edu Sentral<br><br>-Brand New<br>-ID design<br><br>comes with<br>-Bed frame + mattress<br>-Air Conditional<br>-Water heater<br>-Study Desk<br>-Cooker hood & hob <br>-Fridge<br>-Washing machine<br>-Wardrobe <br>-Parking x 1<br><br>Suitable for single working lady or couples,Selangor,Setia Alam,2025-02-24 10:33,2025-02-24,109401305,3.1188307039333805,101.45292025158282
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed",,Dual Key unit to be rented separately:<br><br>-Big unit RM1400 (1 room + 1 bath)<br>-Small unit RM1000 (1 room + 1 bath)<br><br>*With own access door<br>*Aircon<br>*Water heater <br>*1 parking each room<br><br>Facility:<br>-Swimming pool<br>-Gym<br>-Futsal court<br>-Surau<br>-Hall<br>-Basketball court<br>-99 speed mart<br><br>Contact Clement for viewing: 016-3303809,Selangor,Setia Alam,2025-02-24 10:33,2025-02-24,107646243,,
RM 950 per month,"Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Tennis Court, Security, Minimart, Playground",,"Persiaran Seri Timah, Taman Seri Timah, Seri Kembangan, Selangor",Near<br>Mrt<br>The mine shopping fair <br>Aeon jusco cheras selatan,Selangor,Seri Kembangan,2025-02-24 10:32,2025-02-24,110099892,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,1,650 sq.ft.,Partially Furnished,"Security, Parking, Playground, Jogging Track, Minimart, Multipurpose hall","Cooking Allowed, Internet","Jalan Putra Perdana 3A, Taman Putra Perdana, Puchong, Selangor","Apartment Siantan Putra Perdana Tingkat 1 untuk disewa:-<br><br>Detail:-<br><br>• 650 sq.ft<br>• 3 Bilik tidur 1 Bilik air<br>• Tingkat 1<br>• Sewa bulanan Rm700<br>• Deposit 2 bulan + 1 bulan kemasukan dan ( Air+Elektrik rm200 )<br>• Direct Owner<br><br> Rumah berada berdekat tangga serta berhampiran parking kereta<br>pengudaraan yang baik.<br> Ruang tamu dan kesemua ada kipas syiling.<br> Rumah sudah dicat baru serta dikemaskan dan sentiasa bersih.<br> Terdapat 2 parking kereta berserta kad akses keselamatan.<br> Kemudahan awan yang lengkap, berhampiran stesen bas, kemudahan grab car dan<br>persekitaran serta kejiranan yang baik.<br> Keutamaan kepada penyewa melayu yang berkeluarga.<br> Kawasan yang berdekatan dengan lebuhraya Putrajaya, Cyberjaya, Puchong,<br>Shah Alam, Klia, Sepang (SKVE, NKVE, ELITE, LDP & MEX)<br> Kemasukan awal March 2025 dan tempoh perjanjian 2 tahun hingga 3 tahun.<br><br>Sebarang pertanyaan boleh Call atau Whatsapp.<br>Sila mesej atau wassap saya sekiranya tidak dapat dihubungi, Terima Kasih.<br><br>Azrul<br>010-2681929",Selangor,Puchong,2025-02-24 10:31,2025-02-24,110249173,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Partially Furnished,"Swimming Pool, Playground, Lift, Parking, Security, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Reko, Kampung Sungai Tangkas, Kajang, Selangor",Vista Bangi Service Apartment Jalan Reko Kajang For Rent<br><br>- End Lot Unit<br>- Block A Level 18 <br>- 3 Rooms 2 Bathrooms<br>- 850sqft<br>- 2 Parking Lot<br>- 24 hour Security Gated and Guarded<br><br>Partially Furnished With :<br>- Aircond (Master Bedroom)<br>- Water Heater in Bathroom<br>- Kitchen Cabinet<br>- Complete Fans and Lightings<br><br>Whatsapp for more details<br>www.wasap.my/60132014788<br><br>Call Siva 0132014788<br>Call Siva 0132014788<br>Call Siva 0132014788<br><br>Facilities:<br>- Swimming Pool<br>- Gymnasium<br>- Sauna<br>- Multipurpose Hall<br>- Playground<br>- Shop Lots for Basic Needs<br><br>Nearby:<br>- 900m to KTM UKM<br>- 1.5km to UKM<br>- 1.9km to Hentian Kajang<br>- 3km to Bangi Gateway<br>- 3km to NIOSH<br>- 3km to Econsave Reko Sentral<br>- 4km to Hospital Pakar An-Nur Bandar Baru Bangi<br>- 5km to UniKL MFI<br>- 5km to KPTM Bangi<br>- 6km to KIP Mall Bangi<br>- 6km to Bangi Sentral<br>- 7km to IPG Kampus Pendidikan Islam Bangi<br>- 10km to Bangi Wonderland<br><br>Easy Access via<br>- PLUS Highway - 3.5km to Tol Bangi<br>- Jalan Bangi Lama - UKM<br>- Jalan UKM - Alam Sari,Selangor,Kajang,2025-02-24 10:31,2025-02-24,110207356,2.952977200778606,101.78989675076667
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1080 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Minimart, Gymnasium, Security, Playground, Lift, Sauna, Barbeque area, Multipurpose hall",,"Jalan Singa F 20/F, Seksyen 20, Shah Alam, Selangor","🏡 Super Nice Service Apartment for Rent (Move-in Ready)<br><br>🏠 House Specification:<br>🍽 Kitchen Island | Full Hight Glass Kitchen Cabinet | Stove & Hood<br>🛋 Build-in TV Cabinet & Floating Drawers<br>🛏 Build-in Full Hight Glass Wardrobe (Master Bedroom)<br>🧺 Washing Machine & Fridge <br>🚗 2 Parking Lots Basement (side-by-side)<br> 🍽 6-Seater Glass Dining Table<br> 🛏 1 set Queen Bed (without mattress) + 4 doors wardrobe + dressing table <br>✅ Nice curtain for all windows<br>✅ Fancy wallpaper at living hall & master bedroom<br>✅ New paint & new tiles <br><br>🏠 House Type:<br>✅ Block B (near main entrance & all facilities)<br>✅ Spacious 1,080 sqft | 3 Bedrooms + 2 Bathrooms <br>✅ High Floor (14th Floor) | Private Balcony | Facing Shah Alam City Center<br>✅ Rental Includes Monthly Maintenance Fee<br>✅ Photos as per actual condition<br><br><br>🏢 24 hours security - Gated (RFID) & Guarded (with CCTV)<br>🏊 Swimming Pool | 🏋️ Gym | 🕌 Surau | 🧖‍♂️ Sauna<br><br><br>📍 Prime Location & Amenities (Within 1km Radius):<br>🏫 3-5 Min to Primary & Secondary Schools<br>🏥 5 Min to KPJ Hospital / SALAM Hospital<br>🚗 5 Min to Petronas / Shell Petrol Station<br>🕌 5 Min to Mosque / Surau<br>🛒 5 Min to 7E, 99 Speedmart, Laundry, Eateries & Shops<br>🛒 15 Min to Lotus's / Aeon Mall Shah Alam <br> <br><br>🚗 Easy Access to Highways:<br>       KESAS | Federal Highway | LKSA | ELITE | NKVE<br><br><br>==================<br>Rental Price : RM1800 (Nego)<br>==================<br><br><br>For further info & appointment, please call :<br>Mr. Amir (Direct Owner)",Selangor,Shah Alam,2025-02-24 10:30,2025-02-24,110249159,3.05117124664421,101.53918998147002
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Security","Cooking Allowed, Near KTM/LRT",,provide 2 parking lot<br><br>with 1 water heater<br>single bed<br>wardrobe<br>sofa<br>dining table set<br>tv cabinet<br>kitchen cabinet<br>stove<br>shoe cabinet<br>grills<br>fans<br>lights<br><br>AMENITIES: <br>- SK & SMK Damansara Damai <br>- SK & SMK Sri Damansara <br>- MRT Station  <br>- Sungai Buloh Hospital <br>- Fastfood restaurant <br>.<br>FACILITIES: <br>- Carpark Building<br>- Lift <br>- Surau <br>- Playground<br>- Multipurpose Hall <br>- Nursery<br>. <br>EASY ACCESS TO: <br>- PLUS Highway <br>- DUKE Highway <br>- MRR2 Highway <br>- LDP Highway <br><br>mr wong 0192184680,Selangor,Damansara Damai,2025-02-24 10:30,2025-02-24,110248909,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Parking, Playground, Security, Lift, Minimart, Multipurpose hall",Cooking Allowed,"Jalan Delima 9, Bandar Parklands, Klang, Selangor","Orchis Apartment at Bandar Parklands, Klang For Rent<br><br>Features:<br>Mid Floor with Lift<br>Built up: 850 sqft<br>3 Rooms 2 Bathrooms<br>1 Car Park<br>Basic unit <br>With kitchen table top<br>Good Condition<br>Sample Photos only<br><br>Rental RM900 nett<br>Available now<br><br>Please call MK Lee O13-388 8389 (REN 68706) for more information<br>more choices available. kindly contact me, TQ<br>owner are welcome to list. we are specialist in commercial industrial.",Selangor,Klang,2025-02-24 10:28,2025-02-24,109219994,2.9721376487664894,101.45602217797753
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground","Air-Cond, Cooking Allowed","Persiaran Indera, Bandar Puteri, Puchong, Selangor",Sri Cassia Apartment @ Bandar Puteri <br><br><br>-850sf<br>-3room 2bath <br>-Walk-up apartment (1st floor)<br><br>= Partly furnish=<br>Kitchen cabinet<br>cooker with hob and hood<br>Dining table<br>Wardrobe<br>1 unit air cond<br><br><br>Payment details<br>1 month advance 1200<br>2 month deposit 2400<br>1 month utility deposit 1200<br><br>Contact Sk Chong [ REN 07079 ] for viewing arrangement and Details.,Selangor,Puchong,2025-02-24 10:27,2025-02-24,110077439,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,775 sq.ft.,Partially Furnished,"Multipurpose hall, Playground, Security","Air-Cond, Cooking Allowed","Jalan BP 14, Bandar Bukit Puchong, Puchong, Selangor","Baiduri court @ Bandar Bukit Puchong 2<br><br>- 775 sqft<br>- ⁠3 rooms 2 bathrooms<br>- ⁠high floor, corner unit<br>- ⁠3 air conds ( living hall, master bedroom and 2nd bedroom)<br>- ⁠1 water heater in master bedroom<br>- ⁠dry kitchen and wet kitchen with concrete top<br>- ⁠microwave <br>- ⁠water dispenser <br>- ⁠living hall with to cabinet<br>- ⁠dining table<br>- ⁠1 double bed<br>- ⁠1 single bed<br>- ⁠study table and chair<br>- ⁠1 car park<br><br>Payment details <br>Advance 1100<br>Deposit 2200<br>Utilitydeposit1100<br><br>Contact Sk Chong [ REN 07079 ] For viewing arrangement and Details",Selangor,Puchong,2025-02-24 10:27,2025-02-24,109310642,2.99073295,101.6299123
"RM 2,300 per month","Apartment / Condominium, For rent",Apartment,4,2,1245 sq.ft.,Fully Furnished,"Security, Swimming Pool, Sauna, Gymnasium, Parking, Playground, Lift, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJS 10/11E, PJS 10, Subang Jaya, Selangor","FOR RENT<br><br>For enquiry / viewing, please contact Vincent Lim at 011-39981871<br><br>* RM 2,300/month<br>* 4 Bedrooms<br>* 2 Bathrooms<br>* 2 Carparks<br>* 1245 sqft<br>* Fully furnished<br>* Easy access to LDP and Federal Highway<br><br>NEARBY<br>* Sunway University<br>* Monash University<br>* Taylor’s University<br>* Sunway Medical Centre<br>* Kelana Jaya<br><br>PROPERTY WANTED<br><br>Dear Property Owner, if you have PROPERTY FOR SALE / RENT, please feel free to contact:<br><br>Vincent Lim<br>HP / Whatsapp: 011-3998 1871",Selangor,Subang Jaya,2025-02-24 10:26,2025-02-24,110249107,3.0808232505577213,101.6064519156781
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,951 sq.ft.,Partially Furnished,"Sauna, Lift, Multipurpose hall, Barbeque area, Parking, Swimming Pool, Gymnasium, Jogging Track, Security","Air-Cond, Cooking Allowed","Jalan Simfoni 2, Off Lebuhraya SILK, Balakong, Selangor","Symphony Tower 3rooms unit for rent<br><br>- 951 sqft<br>- 3 bedrooms<br>- 2 bathrooms<br>- 2 carparks<br>- partially furnished with 3 x aircond, kitchen cabinet, 2 x water heater<br><br>For viewing pls call / WhatsApp<br>Kevin Ong 013 9080 109",Selangor,Balakong,2025-02-24 10:26,2025-02-24,110208296,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Security, Swimming Pool, Parking, Sauna, Playground, Tennis Court, Squash Court, Jogging Track, Minimart, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Landmark Residence, Off Jalan Sungai Long, Bandar Sungai Long, Selangor",Landmark studio unit for rent<br><br>- studio<br>- 1 bathroom<br>- 1 carpark<br>- fully furnished<br><br>For viewing pls call / WhatsApp<br>Kevin Ong 013 9080 109,Selangor,Bandar Sungai Long,2025-02-24 10:26,2025-02-24,110168893,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,604 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Multipurpose hall, Gymnasium, Barbeque area, Jogging Track, Lift","Air-Cond, Cooking Allowed","Jalan Suakasih, Cheras, Selangor",Traders Park 2rooms unit for rent<br><br>- 2 bedrooms<br>- 2 bathrooms<br>- 1 carparks<br>- 604 sqft<br>- partly furnished<br><br>For viewing pls call / WhatsApp <br>013 9080 109,Selangor,Cheras,2025-02-24 10:26,2025-02-24,110168045,3.0325128205375935,101.76316837866979
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,604 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Minimart, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Jalan Dataran Cheras 6, Cheras, Selangor",Traders Garden 2rooms unit for rent<br><br>- 2 bedrooms<br>- 2 bathrooms<br>- 2 carparks<br>- 604 sqft<br>- fully furnished<br><br>For viewing pls call / WhatsApp <br>013 9080 109,Selangor,Cheras,2025-02-24 10:26,2025-02-24,110168022,3.035745431986549,101.76492298612567
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1020 sq.ft.,Partially Furnished,,,"Lebuhraya Silk Off Cheras Selatan, Balakong, Cheras, Selangor",Silk Residences 3rooms unit for rent<br><br>- 1020 sqft<br>- 3 bedroom<br>- 2 bathrooms<br>- 2 carparks<br>- partly furnished<br><br>For viewing pls call / WhatsApp<br>Kevin Ong 013 9080 109,Selangor,Cheras,2025-02-24 10:26,2025-02-24,110144861,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,1,1,450 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Playground, Sauna, Squash Court, Lift, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed","Jalan Ukay, Persiaran Ampang Ukay, Ampang, Selangor","Free 3 to 6 Months High Speed Internet Wifi<br><br>AMPANG LIBERTY ARC<br>•Block A<br>•High Floor<br>•450sqft<br>•Studio With Room<br>•1 Bathroom<br>•1 Carpark<br>•Fully Furnished<br>•No Pet Allowed<br>•RM1300<br>•Available April 2025<br><br>FURNISHED<br>•Door Grill<br>•Celling Fan<br>•Stand Fan<br>•Water Heater<br>•Kitchen Cabinet<br>•Electric Stove<br>•Hood & Hob<br>•Island Table With Chairs<br>•Fridge<br>•Aircond<br>•Curtain<br>•Sofa<br>•Coffee Table<br>•TV Console<br>•Queen Bed With Mattress<br>•Wardrobe<br><br>ACCESSIBILITY<br>•MRR2, DUKE, SUKE<br>•15min to Wangsa Maju Tesco and Aeon Big<br>•10min to Lotus<br>•15min to Pavilion<br>•17min to MyTown or Sunway Velocity Mall<br>•7min to Ampang Point<br>•12min to Pandan Indah<br><br>FACILITIES<br>•Barbeque Area<br>•Covered Car Park<br>•Perimeter Fencing<br>•Gymnasium Room<br>•Jogging Track<br>•24 Hours Security<br>•Squash Court<br>•Tennis Court<br>•Swimming Pool<br>•Wading Pool<br>•Jacuzzi<br><br>MEDICAL<br>•Hospital Pakar Ampang Puteri<br>•Gleneagles Kuala Lumpur<br>•Klinik Kesihatan Dato Keramat<br>•Pusat Perubatan Joe<br>•Klinik Desa Hulu Kelang<br>•Twin Towers Medical Centre<br>•Prince Court Medical Centre<br>•ParkCity Medical Centre<br>•Roopi Medical Center Sdn Bhd<br><br>EDUCATION<br>•Sekolah Stella Maris Ampang<br>•SMK Keramat Wangsa<br>•SK Kuala Ampang<br>•Mutiara International Grammar School (MIGS)<br>•Flamingo International College<br>•International School of Kuala Lumpur<br>•SMK Puteri Ampang<br>•SMK Seri Ampang<br>•SK AU Keramat<br>•Sayfol International",Selangor,Ampang,2025-02-24 10:25,2025-02-24,110248894,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,"2 Storey Terrace House Putra Heights, Selangor for Rent ! <br><br>Property Details :<br>•Location : No 27, Putra Bahagia @ Putra Heights , Selangor<br>•Build Up  : 1400 sqft<br>•4 bedroom + 3 Bathroom<br><br><br>Partially furnished : <br>•All 4 rooms with fan<br>•Living hall with 2 fans<br>•Grille, Lighting & Fan<br>•Kitchen table top<br><br>Amenities:<br>•Near to Giant, bank, restaurants, convenient store, shops and offices<br>•5 mins to LRT station<br>•School, kindergarten, Kingsley International School and park<br>•Petrol Station (Shell/ Petronas), Mc Donald<br>•8 min walk to LRT station<br>•8 mins Main Place USJ Mall<br><br>Accessibility :<br>Elite highway <br>LDP highway <br>Kesas highway <br>SKVE highway <br>NKVE highway <br>Plus highway <br><br><br>=====================<br>Rental : RM 1800 <br>=====================<br><br>Further detail & viewing arrangement, please contact:-<br>WANI<br>Firdaus & Associates Real Estate <br>https://www.wassap.my/60102489850",Selangor,Putra Heights,2025-02-24 10:25,2025-02-24,110248841,,
