monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Security, Gymnasium, Swimming Pool, Tennis Court, Minimart, Playground, Parking, Lift, Barbeque area, Jogging Track","Cooking Allowed, Air-Cond, Washing Machine","Jalan Eco Majestic 3A/5, Eco Majestic, Semenyih, Selangor","HARMONI  APARTMENT@ECO MAJESTIC, SEMENYIH<br><br>URGENT!!!!<br><br>Available Febuari<br><br>All tenant<br><br>Level 13<br><br>PROPERTY DETAILS:<br>- Built Up 850sqft<br>- 3 bedrooms + 2 bathrooms<br>- 2 Carparks l ada lift<br>- View Swimming Poll l Gym room<br>- Smart Access System (RFID)<br>Partial furnished<br>Sofa <br>Dry Kicthen cabinet built in rack storage<br>Wet Kitchen cabinet built in hoods(stove)<br>Island Cabinet<br>1 Aircond<br>Fridge<br>Washing machine<br>Ada lampu dan kipas<br>Lantai mozek<br>Roller blind<br><br><br>FACILITIES:<br>- 41 Meters Swimming Pool and Wading Pool<br>- Function Hall<br>- Gymnasium<br>- Kids Playground<br>- Badminton Court<br>- 24 hours Security (CCTV Monitoring)<br>- BBQ Pit<br><br>AMENITIES:<br>- Tesco Extra/lotus Semenyih<br>- Econsave Semenyih<br>- Aeon Eco Majestic (Under construction)<br>- Eco Hill Walk Shopping Mall<br>- Starbucks, McDonald's & Jaya Grocery<br>- Nottingham University<br>- Tenby International School at Setia EcoHill<br>- SMK Bandar Tasik Kesuma, SK Sin Ming, SMK ENGKU hussain<br>- Kesuma Industrial Park<br><br>ACCESSIBILITY:<br>- Jalan Semenyih<br>- Lekas Highway<br>- 10 mins to Bangi<br>- 15 mins to Kajang<br>- 20 mins to Cheras, Putrajaya, Seremban<br>- 30 mins to KL<br>- 35 mins to KLIA<br><br>For inquiry, viewing & booking, please contact:<br>Call/wassap<br>SKY 0106652579",Selangor,Semenyih,2025-02-25 21:11,2025-02-26,110196543,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,845 sq.ft.,Partially Furnished,"Jogging Track, Playground, Sauna, Swimming Pool, Multipurpose hall, Security, Parking, Squash Court",,"Jalan Bayan 4, Bandar Puchong Jaya, Puchong, Selangor","Sri Kesidang walk up apartment for rent<br><br>- 4th floor (walk up)<br>- 845sf<br>- 3 rooms and 2 bathrooms<br>- Partly furnished comes with dining set, bed-frame and kitchen cabinet<br>- New painted<br>- Gated and guarded<br><br>Please contact Terence (016-4228366) for viewing",Selangor,Puchong,2025-02-25 21:10,2025-02-26,110272998,3.0408059154421476,101.62865444616926
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,1,1,565 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Metafasa, Shah Alam, Selangor","Fully Furnished Habitus Apartment Denai Alam Studio Unit For Rent.<br> <br>👉 Details<br>✅️ Studio Unit<br>✅️ Built up : 565sf<br>✅️ 2 Car Park<br><br>👉 Features<br>✅️ Fans & Lighting<br>✅️ Aircond 2 Units<br>✅️ Curtain Railing & Blind  <br>✅️ Sofa 3 + 2 Seater<br>✅️ Coffee Table<br>✅️ Kitchen Cabinet<br>✅️ Hob & Hood<br>✅️ Queen Bed & Mattress<br>✅️ Wardrobe<br>✅️ TV & TV Cabinet<br>✅️ Fridge <br>✅️ Washing machine  <br>✅️ Water Heater<br><br>👉 Rental at : RM1,650 pm<br><br>♦️ Available in Feb 2025<br><br>For further info and viewing, contact :<br><br>01136612303<br>Azila",Selangor,Shah Alam,2025-02-25 21:10,2025-02-26,110272917,3.1513865312315237,101.51607878998404
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,914 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Barbeque area, Playground, Swimming Pool, Club house","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Impian Indah, Taman Impian Indah, Balakong, Selangor","- 914 sf<br>- 2 bedrooms<br>- 2 bathrooms<br>- fully furnish<br>- fridge, kitchen cabinet, washing machine, air cond x 3, water heater, bed, mattress, wardobe, tv and etc<br>- 1 x carpark<br><br>Rent RM1,700<br><br>Please Call Me Today to Book A Viewing !!!<br>Name: Ho Su Jian ( REN : 00807 )<br>H/P: 017-6063687<br>Email: hohohoproperty86@gmail.com<br><br>Owner Are Welcome To List <br>We Will Provide Our Good & Professional Service To You",Selangor,Balakong,2025-02-25 21:08,2025-02-26,110272993,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,503 sq.ft.,Fully Furnished,"Parking, Lift, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Setia Murni U13/51, Setia Alam, Selangor",For Rent<br><br>Edusentral<br>Setia Alam<br><br><br>Princeton<br>503sf<br>1+1 Room 1 Bath<br>1 car park<br>*Fully Furnished*<br>2 Aircond<br>Kitchen Cabinet with hod and hub<br>Dining Table & Chair<br>Water Heater<br>Bedset with Mattress<br>Wardrobe <br>TV Cabinet<br>Sofa<br>Coffee table<br>Fridge <br>Washing Machine<br><br>Rental RM1300<br><br>pm CARMEN ask for more wa.me/60122587270,Selangor,Setia Alam,2025-02-25 21:07,2025-02-26,110272988,3.1137264,101.4530429
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,678 sq.ft.,Not Furnished,"Parking, Playground",,"Jalan Laman Puteri 3, Bandar Puteri, Bandar Puteri Puchong, Selangor",Sri Dahlia for rent<br><br>- 4th floor (walk up)<br>- 678sf<br>- 3 rooms and 2 bathrooms<br>- Basic unit<br>- Unfurnished<br><br>Please contact Terence (016-4228366) for viewing,Selangor,Bandar Puteri Puchong,2025-02-25 21:07,2025-02-26,110272985,3.008000071066707,101.62547071246804
RM 600 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Partially Furnished,"Playground, Security","Cooking Allowed, Washing Machine","Jalan SP 4/2, Bandar Saujana Putra, Bandar Saujana Putra, Selangor","level 4 no lift (top floor)<br><br>With fridge<br>washing machine<br>simple kitchen cabinet<br>Grills<br>Fans<br>Lights<br><br>AMENITIES :<br>• SK and SMK Bandar Saujana Putra<br>• Surau Al Hidayah<br>• MAHSA University<br>• Taska and Kindergarten<br>• Balai Polis Bandar Saujana Putra<br>• Shops, Restaurants, Mini Markets, Petrol Stations<br>• KFC And Burger King<br><br>ACCESSIBILITY :<br>• SKVE Highway<br>• Elite Highway<br>• 40mins to Kuala Lumpur City Centre<br>• 30mins to KLIA<br>• 30mins to Shah Alam<br>• 15mins to Rimbayu<br><br>mr wong 0192184680",Selangor,Bandar Saujana Putra,2025-02-25 21:06,2025-02-26,110150234,2.954035961995176,101.5834997315083
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Swimming Pool, Playground, Parking, Lift","Cooking Allowed, Near KTM/LRT","Jalan Pinggiran Putra, Taman Pinggiran Putra, Seri Kembangan, Selangor","Unit available end feb or 1 march onwards<br><br>With 2 Airconds<br>Kitchen Cabinet<br>Grills<br>Fans<br>Lights<br><br>- Lots of mart and food outlets nearby<br>- Next to AEON Mall Taman Equine & Equine Park<br>- 3 min to Taman Equine MRT Station<br>- Close to Mydin Puncak Jalil & Giant Seri Kembangan<br>- Near to Alice Smith School - Secondary Campus, SMK Taman Desaminium, SMK Seri Kembangan & SMK Seri Serdang<br>- Easily accessible via Jalan Putra Permai, Damansara-Puchong Expressway & MEX Highway",Selangor,Seri Kembangan,2025-02-25 21:06,2025-02-26,109964633,,
RM 950 per month,"Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Security, Playground, Parking, Lift","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine","Jalan Flora Taman Desaminium, Lestari Perdana, Seri Kembangan, Selangor","With full furniture unit<br><br>Current operation Banks in Equine Boulevard<br>* Maybank<br>* Public Bank<br>* Cimb<br>* Hong Leong Bank .. more to come.<br><br>Amenities :<br>* AEON Shopping Mall<br>* Giant<br>* Pasar Borong Selangor<br>* Alice Smith International School<br>* Government school @ Desaminium<br>* Putrajaya Terminal (Putrajaya KLIA Transit Station)<br>* Commercial centre (Permai Square/Putra Walk)<br>* Clinics, Restaurants, Cafe, Car workshop<br><br>Nearby housing residential :<br>* Villa Avenue<br>* D Alpinia<br>* Alam Sanctuary<br>* Lestari Mansion<br>* 16 Sierra by IOI<br>* Prima Tropika<br>* Sovereign<br>* Taman Putra Permai<br>* Taman Pinggiran Putra...ETC...<br><br>Accessibility:<br>* MRT 2 Equine<br>* MEX Highway<br>* LDP express way<br>* S.K.V.E express way<br>* Putrajaya-Cyberjaya express way<br>* KLIA express way<br>* Bukit Jalil Highway<br><br>mr wong 0192184680",Selangor,Seri Kembangan,2025-02-25 21:06,2025-02-26,109432833,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,917 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Swimming Pool, Club house, Jogging Track, Minimart, Multipurpose hall, Playground, Lift, Sauna","Air-Cond, Washing Machine, Cooking Allowed","Jalan Puchong Utama 2, Puchong, Selangor","Brand New Fully Furnished Condo @ Suria Garden Puchong Utama For Rent<br><br>Located at matured township<br><br>Size : 917 sqft<br>3 rooms 2 bathrooms<br>2 carparks<br><br>- Fully Furnished including the following items:-<br>- Sofa, Dining table<br>- Fridge and washing machine<br>- Induction cooker<br>- Wardrobe<br>- Bed and Mattress<br>- Air-conditioned in all bedrooms<br>- Water heater in each bathroom<br><br>-Walking 5-10 Minute :<br>-To Pasar Pagi<br>-To Go Car Centra<br>-To KK SpeedMark<br>-To Malay Sea Food<br>-To Mr.DIY<br>-To Klinic<br>-To Restoren (cha sat)<br>-To Han Ming Primary School",Selangor,Puchong,2025-02-25 21:05,2025-02-26,110272910,2.986546,101.6217722
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,830 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Security, Parking, Lift, Gymnasium, Minimart","Cooking Allowed, Washing Machine, Air-Cond","No.4, Jalan Setia Gemilang U13/45C, Seksyen U13, Setia Alam, Selangor",With 2 parking lot<br><br>With 1 Aircond<br>Water Heater<br>Kitchen Cabinet<br>Stove<br>Hood<br>Washing Machine<br>Dryer<br>Grills<br>Fans<br>Lights<br><br>FACILITIES:<br>- Security<br>- Lift<br>- Swimming Pool<br>- Playground<br>- Gymnasium<br>- Multipurpose hall<br>- Jogging Track<br><br>NEARBY:<br>- Setia City Mall<br>- Eco Ardence Labs<br>- Tesco Setia Alam<br>- Jaya Grocer<br>- Columbia Hospital<br>- Lotus Setia Alam<br>- Tenby International School<br>- Pin Hwa High School<br>- SMK Setia Alam and SK Setia Alam<br>- Setia Alam Central Park<br><br>mr wong 0192184680,Selangor,Setia Alam,2025-02-25 21:04,2025-02-26,110026484,3.131853597195424,101.47140998572945
"RM 1,450 per month","Apartment / Condominium, For rent",Condominium,3,2,990 sq.ft.,Partially Furnished,"Multipurpose hall, Minimart, Playground, Swimming Pool, Jogging Track, Parking, Security",,"Jalan Merbah 10/1, Seksyen 10, Kota Damansara, Selangor","Condominium Kota Damansara, De Rozelle<br>======================================<br><br>- Size : 990 sqft<br>- Partly-furnish unit <br>- Ceiling fan <br>- Build in kitchen cabinet <br>- 3 Bedrooms<br>- 2 Bathrooms<br><br>AMENITIES nearby<br>================= <br><br>* Giant Hypermarket <br>* NSK Kota Damansara<br>* Sunway Nexis <br>* Sunway Giza <br>* The Strand <br>* MRT Station <br>* The Curve <br>* IPC Shopping Mall <br>* IKEA <br>* One Utama Shopping Centre<br><br>ACCESSIBILITIES <br>===============<br><br>* NKVE (Kota Damansara Exit) <br>* LDP <br>* Penchala Link <br>* Sprint Highway <br>* Middle Ring Road 2 (MRR2)<br><br>Muhammad <br>REN552158<br><br>Deposit required<br>==============<br>1. 2 months security deposit <br>2. 1 month advance rental<br>3. 0.5 month utility deposit <br>4. Stamp duty + Tenancy agreement",Selangor,Kota Damansara,2025-02-25 21:04,2025-02-26,110272966,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Lift, Parking, Gymnasium, Swimming Pool, Barbeque area, Multipurpose hall, Security, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine","Jalan Bukit, Taman Bukit, Kajang, Selangor","Nexus Residence At Kajang --FOR RENT<br><br>-1000sqft<br>-3R2B<br>-Brand New Unit<br>-2 covered parking<br>-Fully Furnished with 4 air cond, water heater, washing machine, fridge, curtains, bed and mattress , sofa set , dinning set , cupboard, build in kitchen cabinet, and etc.<br>-Move in cindition<br>-Walking distance to KTM kajang station and new era university.<br>-RM1900/month (nego)<br><br>***Viewing Kindly Call Ms Brandy At 012-3509611 / 016-3359511 ***",Selangor,Kajang,2025-02-25 21:04,2025-02-26,109119967,2.9841139,101.79186137269822
"RM 1,350 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Not Furnished,,,,"2 Storey Terrace House, Amethyst 1, Kota Emerald, Rawang For Rent <br><br>Property Details:<br>==============<br>- 2 Storey House<br>- Intermediate Lot<br>- Land Area: 20x65 sqft<br>- 4 bedroom <br>- 3 bathroom <br>- Basic unit <br>- Gated & Guarded <br><br>Rental RM1350 (nego)<br><br>Deposit :-<br>========<br>- 2 months Security Deposit<br>- 1 month Advanced Payment<br>- Half month Utilities Deposit<br>- Tenancy Agreement<br><br>Please Call For Arrange Appointment Viewing<br>Tony Wong 012-3391362<br>Tony Wong 012-3391362",Selangor,Rawang,2025-02-25 21:03,2025-02-26,108829337,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,902 sq.ft.,Partially Furnished,"Jogging Track, Minimart, Playground, Swimming Pool, Parking, Security, Gymnasium, Club house, Sauna, Tennis Court, Barbeque area","Air-Cond, Cooking Allowed","Jalam Wawasan 3/4, Kampung Baru Ampang, Ampang, Selangor","- 902 sqft<br>- 3 bedrooms<br>- 2 bathrooms<br>- water heater, kitchen table top, air cond, balcony<br>- 1 x carpark<br>- no blocking view<br><br>Rent RM1,300<br><br>Please Call Me Today to Book A Viewing !!!<br>Name: Ho Su Jian ( REN : 00807 )<br>H/P: 017-6063687<br>Email: hohohoproperty86@gmail.com<br><br>Owner Are Welcome To List <br>We Will Provide Our Good & Professional Service To You",Selangor,Ampang,2025-02-25 21:03,2025-02-26,110272960,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,3,2,900 sq.ft.,Partially Furnished,"Playground, Security","Air-Cond, Cooking Allowed",,"Saujana Aman 2 Storey House<br>Available in Feb/ March 2025<br>Rental: RM1,200<br><br>INFO:<br>-900sqft<br>-3 bedrooms 2 bathrooms<br>-Built in kitchen cabinet<br>-Stove & hood<br>-Sink double basin<br>-Built in 2 units aircond (living room & master bedroom)<br>-Ceiling fans for all rooms<br>-Front & back awning<br>-Renovated<br><br>Deposit (1+1)<br>1,200 (Sewa bulan pertama) + 1,200 (Deposit 1 Bulan) + 600 (Utility Fee)<br><br>Facilities:<br>24 hours security<br>Playground<br>Surau<br>Tadika<br><br>AMENITIES:<br>-Kipmall Desa Coalfields, Econsave, Lotus, TMG Mart, Central Mart<br>-UITM Puncak Alam, Puncak Perdana & UNISEL<br>-MCD Puncak Alam, KFC Desa Coalfields & Saujana Utama<br>-Shoplot & Restaurant<br>-Klinik Mediviron Desa Coalfields, Hospital UITM Puncak Alam<br>-Petrol Stations<br>-Schools<br>-Setia City Mall<br><br>Accessibility:<br>- Guthrie Corridor Expressway (GCE)<br>- KL-Kuala Selangor Expressway (LATAR)<br>- Damansara-Shah Alam Expressway (DASH)<br>- West Coast Expressway (WCE)<br>- New Klang Valley Expressway (NKVE)<br>- Persiaran Mokhtar Dahari<br><br>Prefer malay single/ small family tenant<br>Welcome to contact Adiba 017-2193653  to arrange viewing. Thanks",Selangor,Sungai Buloh,2025-02-25 21:01,2025-02-26,109993155,,
"RM 1,480 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Awana, Cheras, Selangor","Emerald 9, Fully Furnished, 3R2B2C, Walk MRT, Ready Move In<br><br>Fast Move In<br><br>King Kok 014 2222016<br>King Kok 014 2222016<br>King Kok 014 2222016<br><br>House Details :<br>* Service Residence<br>* 3 Bedroom<br>* 2 Bathroom<br>* 2 Carpark<br>* Ready Move In<br>* Walking Distance To MRT Station<br><br>Funiture Details :<br>* Lights and Fans<br>* Aircond x 1 unit<br>* Water Heater<br><br>For more details contact<br>King Kok 014 2222016<br>Owner Welcome To List<br>I hv many unit in Cheras Area RENT",Selangor,Cheras,2025-02-25 21:01,2025-02-26,108763643,3.0809622529648535,101.76125114267708
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,1077 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Boling Padang 13/62, Seksyen 13, Shah Alam, Selangor","BELOW MARKET Arte Subang West condominium now available! <br>******<br><br>Cozy and spacious condo available for rent NOW ! Make an appointment <br>Contact Person-Roseabelle (01162280972)<br><br>*Rental : RM1900<br>*2 Rooms , 2 Bathrooms <br>*1077 sqft<br>*Low Floor<br>*1 carpark<br><br>-Barbeque Area<br>-Covered car park<br>-Gymnasium room<br>-Jacuzzi<br>-24 hours security<br>-Swimming pool<br><br><br>Please do not hesitate to PM or call us for more information.<br>gmail: roseabelle1234@gmail.com<br>ph no.:01162280972<br><br>PROPERTY WANTED<br>Dear Owner, if you have any property want to RENT/SELL:<br>you can contact me 01162280972 for free consultation.",Selangor,Shah Alam,2025-02-25 21:01,2025-02-26,109299840,3.0751843823612655,101.55101583371984
"RM 1,900 per month","House, For rent",2-storey Terraced House,4,4,1500 sq.ft.,Not Furnished,Security,,,"Pls call Liansee 017-934 4941 or Leo Ng 012-343 9131...:-)<br>Pls call Liansee 017-934 4941 or Leo Ng 012-343 9131...:-)<br>Pls call Liansee 017-934 4941 or Leo Ng 012-343 9131...:-)<br><br>BANDAR BUKIT RAJA NADIRA - KLANG<br>**************************************<br>RENTAL PRICE : RM 1,900 only<br>******************************<br><br>Brand New House !!! Limited Unit !!! Call Me Now !!!<br><br>DETAILS:<br>~BRAND NEW HOUSE<br>~DOUBLE STORY HOUSE<br>~20 x 75<br>~4room 4bath<br>~gated guarded<br><br>*We have more that 1 unit in same area, pls call for ask more.<br><br>For viewing, pls call<br>********************<br>LIAN SEE 017-934 4941<br>LEO NG 012-343 9131<br><br>nearby amenities:<br>- Columbia Asia Hospital<br>- NSK Hypermarket<br>- Lotus Hypermarket Setia Alam<br>- SMK Setia Alam<br>- Setia City Mall<br>- shop lots, restaurant, banks<br><br>easy access:<br>- WCE Highway<br>- Federal Highway<br>- NKVE Highway<br>- Bandar Bukit Raja<br>- Aman Perdana<br>- Jalan Meru<br>- Taman Klang Utama<br>- Batu Belah<br>- Setia Alam",Selangor,Klang,2025-02-25 20:59,2025-02-26,107334712,,
RM 890 per month,"Apartment / Condominium, For rent",Apartment,3,2,990 sq.ft.,Not Furnished,"Parking, Security",,"Jalan Harapan 25/29, Taman Sri Muda, Shah Alam, Selangor","BESAR & CANTIK<br>CAT BARU<br>BOLEH MASUK TERUS<br><br>Location: Block N, 3rd Floor, Jalan Tokoh 25/28, Taman Sri Muda, Shah Alam.  Block N, 4th Floor<br><br>3 rooms and 2 baths  <br>Rental RM 890<br> Deposit + Utilities RM 1340<br>Tenancy Agreement fees RM200.00  <br><br>Total : RM 2430<br><br>Contact : Mr Sun 0122023589",Selangor,Shah Alam,2025-02-25 20:59,2025-02-26,110236594,3.035152233599486,101.53300652418946
"RM 1,100 per month","House, For rent",2-storey Terraced House,3,2,880 sq.ft.,Not Furnished,,,,"Pls call Liansee 017-934 4941 or Leo Ng 012-343 9131...:-)<br>Pls call Liansee 017-934 4941 or Leo Ng 012-343 9131...:-)<br>Pls call Liansee 017-934 4941 or Leo Ng 012-343 9131...:-)<br><br>TAMAN KLANG UTAMA - KLANG<br>*******************************<br>RENTAL PRICE : RM 1,100 only<br>******************************<br><br>Sewa Murah !!! Limited Unit !!! Call Me Now !!!<br><br>DETAILS:<br>~DOUBLE STORY HOUSE<br>~16 x 55<br>~3room 2bath<br>~new refurnished<br>~basic unit with grill, light and fan<br><br>*We have more that 1 unit in same area, pls call for ask more.<br><br>For viewing, pls call<br>********************<br>LIAN SEE 017-934 4941<br>LEO NG 012-343 9131<br><br>nearby amenities:<br>- Columbia Asia Hospital<br>- NSK Hypermarket<br>- Lotus Hypermarket Setia Alam<br>- SMK Setia Alam<br>- Setia City Mall<br>- shop lots, restaurant, banks<br><br>easy access:<br>- WCE Highway<br>- Federal Highway<br>- NKVE Highway<br>- Bandar Bukit Raja<br>- Aman Perdana<br>- Jalan Meru<br>- Taman Klang Utama<br>- Batu Belah<br>- Setia Alam",Selangor,Klang,2025-02-25 20:58,2025-02-26,108837503,,
