monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1080 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Seroja Indah, Taman Kobena, Johor Bahru, Johor","Monthly Rental Rm 2000 !!!<br>Monthly Rental Rm 2000 !!!<br>Monthly Rental Rm 2000 !!!<br><br>The Twin Residence<br>3+1Bed 2Bath<br>Partial Furnished <br>Rm 2000<br><br>!! ALL RACE ARE WELCOME !!<br><br>!! LOW DEPOSIT !!<br><br>!! COZY & CLEAN UNIT !!<br><br>!! BELOW MARKET UNIT !!<br><br>!! GOOD CONDITION UNIT !!<br><br>Below Market / Good Condition / Actual Photo 🔥<br><br>!! LOW BOOKING FEE TO RESERVE UNIT !!<br><br>!! FIRST COME FIRST SERVE !!<br><br>#Prohome@Mac_Realty🎊🎊<br><br>!! Can Arrange Viewing !!<br><br>I’m Han ,<br>Please Call  / WhatsApp Me For More Information <br>Han 010-2020612<br>Han 010-2020612<br>Han 010-2020612",Johor,Johor Bahru,2025-04-16 02:18,2025-04-16,110838411,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,3,1,700 sq.ft.,Not Furnished,"Security, Parking, Lift",,"Jalan RU 1, Paya Terubong, Ayer Itam, Penang","On this unit offer,<br><br>Asking for rental: RM 800 per month nett<br><br>** 3 Beds 2 Baths layout<br>** Total Built Up of 700sf<br>** Basic Fittings <br>** With Lift<br>** Plenty Open Car Parkings <br>** Well Maintained<br><br>Feel free to Call/Whatsapp John Kang 010-4313391 for more info & viewing arrangement thank you!",Penang,Ayer Itam,2025-04-16 02:23,2025-04-16,110528850,,
"RM 3,000 per month","House, For rent",1-storey Terraced House,4,2,1650 sq.ft.,Not Furnished,Parking,Cooking Allowed,,4 bedrooms and 2 bathrooms<br>suitable for workers hostel<br>well maintain,Selangor,Petaling Jaya,2025-04-16 02:11,2025-04-16,110256356,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,4,1,730 sq.ft.,Fully Furnished,"Minimart, Lift, Security, Parking, Swimming Pool",,"Jalan Teknokrat 1/1, Cyberjaya, Selangor","The Place @ Cyberjaya<br><br>Unit Details:<br>4 bedroom, 1 bathroom<br>730sqft<br>Carpark: -<br><br>Full Furnished<br>- Actual unit as per the ads photo<br><br>**Deposit payment**<br>Booking fee (as first month in advance rental)<br>2 months security deposit<br>1/2 month utilities deposit<br>Tenancy Agreement<br><br>=== Owner have unit welcome to list ===<br><br>==================================<br>Kindly Contact for Viewing:<br>WENNIE HO<br>REN56806<br>Contact : (+6) 016-2670025<br>Email : howennie@gmail.com<br>==================================",Selangor,Cyberjaya,2025-04-16 01:27,2025-04-16,104244338,2.9386573106097242,101.66221990775304
RM 750 per month,"House, For rent",Semi-Detached House,3,2,2800 sq.ft.,Not Furnished,,,,New Semi D behind Petron & Marrybrown Perumahan Makmur Gambang Jaya 2 For Rent<br><br>🏠 3 Bedrooms 2 Bathrooms<br>✅ Behind Petron Makmur Gambang Jaya 2<br>& Marrybrown Petron Gambang<br>✅ Near TMG Mart Simpang Gambang<br>✅ New House<br>✅ Big Land<br>✅ Bebas Banjir<br>💰 RM750 Per Month<br><br>📲Whatsapp/Call 012-3277833 Frankie<br><br>📲 Whatsapp http://www.wasap.my/+60123277833,Pahang,Kuantan,2025-04-16 01:25,2025-04-16,110627198,,
"RM 1,050 per month","House, For rent",1-storey Terraced House,4,2,1540 sq.ft.,Fully Furnished,,,,"FOR RENT: Single Storey Terrace Taman Krubong Jaya Melaka<br><br>DETAILS:<br>========<br>* Single Storey Terrace<br>* 1,540 sqft<br>* 4 Bedrooms 2 Bathrooms<br><br>FEATURES:<br>========<br>* Furnish - as per photo<br><br>================<br>RENTAL RATE: RM 1,050/month<br>DEPOSIT: 2 month (Security) + 1 month (Advance) + RM500 (Utilities) + Tenancy Agreement<br>================<br><br>View to believe ☺️<br><br>For more info or a viewing session, please contact;<br>Fikri Ahmad <br>011-2860 4615<br>REN 48624<br>CCI Realty Sdn Bhd<br><br>#listingfikri #melaka #tamankrubongjaya #terracce #singlestorey #furnish #rent #sewa #property #hartanah",Melaka,Krubong,2025-04-16 01:25,2025-04-16,110853326,,
"RM 5,500 per month","Apartment / Condominium, For rent",Service Residence,4,3,1200 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Security, Jogging Track, Multipurpose hall, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan Kerinchi, Bangsar South, Kuala Lumpur",- 1184sf<br>- Fully furnished<br>- 2 car parks<br><br>Pls call or ws me<br>Jason Ong 012-5800138,Kuala Lumpur,Bangsar South,2025-04-16 01:30,2025-04-16,110853366,,
"RM 1,399 per month","Apartment / Condominium, For rent",Condominium,2,2,700 sq.ft.,Fully Furnished,"Parking, Gymnasium, Sauna, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Barbeque area, Jogging Track","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",,Garden Plaza Serviced Residence @ Cyberjaya<br>NEAREST TO LIM KOK WING UNIVERSITY<br><br>Family Suite 700sq.ft<br>2 Bedrooms + 2 Bathrooms<br><br>Fully furnished :-<br>- 2 Queen Bed & Mattress<br>- Aircond<br>- Water Heater<br>- built-in wardrobe<br>- Table & Chair<br>- Ceiling Fan<br>- Electrolux Refrigerator<br>- Electrolux washer dryer<br>- Built-in Microwave Oven<br><br>Facilities:-<br>- Sitting pavilion<br>- Pool-side alfresco dining<br>- Swimming pool<br>- Water features<br>- Lush landscape<br>- Fitness centre<br>- Business room<br>- Multi-purpose hall<br>- Library<br>- Jacuzzi<br>- Sauna<br>&etc<br><br>*** The pictures is just for environment display only NOT the actual unit ***<br><br>Please: Call/SMS/WhatsApp for more information. Thank you!,Putrajaya,Putrajaya,2025-04-16 01:41,2025-04-16,103352906,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1800 sq.ft.,Fully Furnished,,,,"🔥🔥 Fully Furnished Single Storey at Seri Teruntum Near HTAA / Opposite Giant For Rent 🔥🔥<br><br>🎈 5 Minutes to Town<br>🏡 3 Bedrooms 2 Bathrooms<br>👉 Big Car Porch <br>👉 Dry & Wet Kitchen<br>👉 Clean & Good Condition<br>✅ Autogate<br>✅ 4 Aircond<br>✅ 2 Water Heater<br>✅ Dining Table<br>✅ Fridge<br>✅ Sofa<br>✅ Table Top<br>✅ Stove<br>✅ Etc.<br>💰 RM1,500 Per Month<br><br>📲Whatsapp http://www.wasap.my/+60123277833<br><br>📲Call 012-3277833 Frankie",Pahang,Kuantan,2025-04-16 01:45,2025-04-16,110853372,,
"RM 2,149 per month","House, For rent",2-storey Terraced House,4,4,1968 sq.ft.,Partially Furnished,"Parking, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT",,"Bandar Putera 2 (IOI Properties) @ Jalan Kebun Nenas<br>2x Storey Landed House<br>Newly Renovated<br>**********************************************<br>Easy Access to Kesas Highway, WCE, LRT (Johan Setia,NEW)<br><br>Near to :<br>SK Kg. Johan Setia<br>SJK (C) Chung Hua<br>SJK (C) Hin Hua<br>SMK Jalan Kebun<br>SJK(C) Bukit Fraser, Bandar Tropicana Aman (NEW)<br><br>Amenities:<br>Shops (99/KK/Family Mart/Mr DIY), Kindergarten, Day Care Centre<br><br>Please call 0123157717 Thomas for Viewing. <br><br># Agent are welcome#",Selangor,Bandar Bukit Tinggi,2025-04-16 01:30,2025-04-16,110853337,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,657 sq.ft.,Fully Furnished,"Jogging Track, Parking, Playground, Swimming Pool, Lift, Multipurpose hall, Security, Barbeque area, Gymnasium",,"Persiaran Melati Kuarza, Sunway Montana, Ampang, Kuala Lumpur","The ridge condo , 657sf , 1r1b , f/furnished , kl east , taman melawati <br><br>**********************************************<br>Kindly contact Aaron Ong Show 012 785 1668  For Viewing<br>**********************************************<br><br>The Ridge<br>657 sqft<br>1+1 rooms<br>Fully furnish<br>Available now<br>RM 2300<br><br>Contact aaron ong 0127851668",Kuala Lumpur,Ampang,2025-04-16 01:23,2025-04-16,110853348,,
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1300 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Sauna, Security, Barbeque area, Tennis Court, Club house, Lift, Parking, Playground, Minimart","Washing Machine, Cooking Allowed, Air-Cond","Jalan Seri Tanjung Pinang, Georgetown, Penang","Straits Quay (The Suites at Waterside) | 3R2B | Airbnb-Friendly | Fully Furnished<br><br>📍 Location: Seri Tanjung Pinang, Penang<br><br>🏠 Property Details:<br>• Built-up Size: 1,300 sqft<br>• Bedrooms: 3<br>• Bathrooms: 2<br>• Car Parks: 2<br>• Furnishing: Fully Furnished<br>• Availability: Now<br>• Rental:<br>  • RM4,000 for 1-year tenancy<br>  • RM3,500 for 2-year tenancy<br><br>🌟 Highlights:<br>✅ Located Above Straits Quay Mall – F&B, Marina, Retail at Your Doorstep<br>✅ Airbnb-Friendly Unit<br>✅ Move-In Ready with Full Furnishing<br>✅ Great Lifestyle Location – Near Gurney, Beach & International Schools<br>✅ Full Condo Facilities: Pool, Gym, 24/7 Security & More<br><br>📞 Contact or WhatsApp for Viewing:<br>📲 Kenny Yeo | +6016-412 2828<br>🔗 WhatsApp Me Now<br><br>⸻<br><br>🏡 LISTING WANTED!<br>Specialist in Tanjung Tokong, Tanjung Bungah & Batu Ferringhi.<br>Landlords, list your unit with me for fast and professional results!",Penang,Georgetown,2025-04-16 01:45,2025-04-16,110853373,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,5,3,1900 sq.ft.,Not Furnished,"Parking, Minimart, Playground, Club house","Cooking Allowed, Near KTM/LRT",,"Dengkil💥1900sqft NEW 2-Storey Landed Taman Semarang Intan<br> 🔥 ✅️✨️5min Surau Al Falah , ERL & Kipmall<br>.<br>Details:<br>- Double Storey (Intermediate)<br>- Tenure: Freehold<br>- Built-up : 1,900 sqft<br>- Land-size: 1,980sqft (20x99)<br>- Bedrooms: 4+1<br>- Bathrooms: 3<br>- No Carpark:  2<br>- 10ft Garden Backyard🏡✨️🤗<br>- Basic Unit: Kitchen Table Top & Light + Fan.<br>.<br>Price/ Payment Term:<br>* Monthly Rental: RM1,500<br>* Security Deposit: 1mth rental + 2mth deposit + ½mth utilities depo + tenancy agreement<br>.<br>Rafie Mohd<br>IQI Realty<br>Whatsapp: http://wa.me/60126956070<br>REN22327",Selangor,Dengkil,2025-04-16 01:25,2025-04-16,110853327,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,935 sq.ft.,Partially Furnished,"Jogging Track, Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium, Barbeque area",,"Jalan Terminal Selatan, Bandar Tasik Selatan, Kuchai Lama, Kuala Lumpur","Sungai Besi Anyaman Residence For Rent:<br><br>Asking Price Rm1800 only<br><br>-935sf<br><br>-3 rooms, 2 baths, 1 car park<br><br>-Build in Kitchen cabinet<br><br>-Build in 2 units aircond and 2 units water heater<br><br>-Partly-furnished with bedroom set<br><br>-Facing Residential view<br><br>-Low floor<br><br><br><br>WELCOME FOR VIEWING<br><br>Pls call, wasapp for Appointment<br><br>YON<br>0178131633",Kuala Lumpur,Kuchai Lama,2025-04-16 01:45,2025-04-16,110853369,,
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,2,1,732 sq.ft.,Fully Furnished,"Security, Club house, Lift, Multipurpose hall, Minimart, Playground, Jogging Track, Parking, Swimming Pool, Tennis Court, Barbeque area, Gymnasium, Squash Court, Sauna","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Dato Abdullah Tahir, Taman Abad, Johor Bahru, Johor","Setia Sky 88 @ JB Town<br>Fully Renovation & Fully Furnishing !!<br>High Floor & Unblock City View !!<br>Ready Move In by anytime !!<br>Unit remain in Good Condition !!<br>Booking Fee with RM500 only !!<br>PM me for more picture or video !!<br><br>For Rent RM2,800<br>Deposit 2+1+0.5<br><br>📍Address: Setia Sky88,Block C<br>✅House Type:Service Apartment<br>✅Build up 732 sqft<br>✅Bedroom:2<br>✅Bathroom:1<br>✅High Floor<br>✅Freehold<br>✅Fully Renovated<br>✅Fully Furnished<br><br>Call or Whatsapp me<br>Winner Siaw<br>011-1181 6178<br>www.wasap.my/601111816178",Johor,Johor Bahru,2025-04-16 01:25,2025-04-16,110853332,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1302 sq.ft.,Fully Furnished,"Playground, Sauna, Security, Swimming Pool, Parking, Gymnasium, Tennis Court, Barbeque area, Jogging Track, Lift, Club house",,"Jalan Fauna 1, Cyberjaya, Selangor","WTL: Fully Furnished Cristal Serin Residence, Cyberjaya [CSR 010]<br><br>DETAILS:<br>-Property type : Condominium<br>-Built up: 1302 sqft<br>-Bedrooms: 3<br>-Bathrooms: 2<br>-balconies<br>-Fully furnished<br>-2 parking<br>-Security Gated & Guarded<br><br>#Asyraff",Selangor,Cyberjaya,2025-04-16 01:22,2025-04-16,110853345,2.9201144994247072,101.64562391440896
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,1,1,450 sq.ft.,Fully Furnished,"Parking, Playground, Security, Lift, Gymnasium, Swimming Pool, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Washing Machine, Near KTM/LRT, Cooking Allowed","Jalan P9C/1, Presint 9, Putrajaya, Putrajaya",GP Residence <br><br>The Best Cheapest price<br>Rental Price ONLY RM1300<br><br>Condo Suite 450sq.ft<br>1 Bedrooms + 1 Bathrooms<br>@ Included Maintenance Fees<br>@ Covered Car Park<br><br>Fully furnished :-<br>- 2 Queen Bed & Mattress<br>- Aircond<br>- Water Heater<br>- built-in wardrobe<br>- Study Table & Chair<br>- Ceiling Fan<br>- Electrolux Refrigerator<br>- Electrolux washer dryer<br>- Built-in Microwave Oven<br>- Dining Table & Chair<br><br>Facilities:-<br>- Sitting pavilion<br>- Pool-side alfresco dining<br>- Swimming pool<br>- Water features<br>- Lush landscape<br>- Fitness centre<br>- Business room<br>- Multi-purpose hall<br>- Library<br>- Jacuzzi<br>- Sauna<br><br>Please: Call/SMS/WhatsApp for more information. Thank you!<br>MAY GOH 010-3660556,Putrajaya,Putrajaya,2025-04-16 01:48,2025-04-16,93314294,,
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,845 sq.ft.,Not Furnished,"Swimming Pool, Barbeque area, Minimart, Security, Playground, Tennis Court, Jogging Track, Sauna, Parking, Gymnasium",,"Jalan Meranti, Medan Idaman, Setapak, Kuala Lumpur","Idaman sutera condo , 3r2b , 845sf , no furnished , setapak <br><br>**********************************************<br>Kindly contact Aaron Ong Show 012 785 1668 For Viewing<br>**********************************************<br><br>Property Name : Idaman Sutera <br>Rooms : 3 Bathrooms : 2<br>Car Park : 1<br>Sqft : 845<br>2 water heater <br>1 aircond <br>No furnished <br>Block B<br>Available 1 May move in <br>RM 1000 last <br><br>Contact aaron ong 0127851668",Kuala Lumpur,Setapak,2025-04-16 01:43,2025-04-16,110676329,3.2101961760768116,101.70945028843462
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track, Playground, Minimart","Cooking Allowed, Near KTM/LRT, Internet",,"Halaman Damai Block 10 For Rent :<br><br>- 1 Fixed cover carpark <br>- Partially Furnished<br>- Fully Renovated <br>- Direct sea view with balcony<br>- Built In kitchen cabinet & table top <br>- Master bedroom attached bathroom<br>- Fully tiles flooring<br>- Ceiling fan 4 units at all bedrooms & living hall<br>- Near wet & dry market, KOMTAR, GAMA, School, Penang Bridge, Police (HQ) Jalan Petani,  General Hospital Penang, Loh Guan Lye Specialist, Island Hospital very convenient place<br>- Near The Rise 1,2,3 , Time Square Condo & Shopping Mall, Desa Singora, Summer Place Condo, 3 Residence, Ocean View, The Spring, Pinang Court, Maritime, Tropicana 218, Sandiland, Promenade ...<br><br>For more information do not hesitate to call me.....<br>Kevin  012 -481 8863",Penang,Georgetown,2025-04-16 01:24,2025-04-16,110853351,,
"RM 1,000 per month","Apartment / Condominium, For rent",Studio,1,1,300 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Minimart, Barbeque area","Air-Cond, Washing Machine, Internet, Cooking Allowed, Near KTM/LRT",,🌟🌟🌟DK Impian 双钥匙单位（ 1个单位2间studio）🌟🌟🌟<br><br>360 Virtual Tour:<br>💥💥💥 https://tour.panoee.com/b-07-16_DK_Impian 💥💥💥<br><br>Tenant preferences: Chinese，Mandarin speaker<br><br>最少1年租约<br>整间单位592 sqft（可住1-2人）。<br>Studio 1 月租RM 1300 (balcony)<br>Studio 2 月租RM 1000 (yard)<br>整间单位月租RM 2000<br>房租付款方式 - 银行自动转帐 bank autopay / direct debit <br> <br>水费最低 RM10<br>Prepaid 智能电表 - self-top up<br>WiFi Time 100mbps RM105<br>停车位租金 RM80/一个（短期内没有停车位，需要排队等）<br>可申请MBSA flexi parking（1个月RM96）<br> <br>--> 家私包括冷气、冰箱、洗衣机、热水器、电陶炉、油烟机、饮水机、2 in 1 床桌、椅子<br>--> 不允许抽烟、饲养宠物、重煮炒油炸<br>--> 需保持清洁卫生打扫<br> <br>--> 附近有什饭、多间华人茶餐室（需驱车前往）、econsave、star avenue、NSK、mini giant、7-11、KK。<br>--> 靠近EPF新总部，subang机场，HELP 大学和国际学校，Kwasa Sentral MRT站(T803 MRT bus）、DASH highway。<br> <br>欢迎找房租的朋友、Airbnb 住宿管理、出租产业管理、房地产代理 WhatsApp @ 0133970284,Selangor,Shah Alam,2025-04-16 01:29,2025-04-16,104997859,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Playground, Parking, Swimming Pool, Gymnasium, Lift, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Lembah, Off Jalan Bukit Gambir, Gelugor, Penang","On this unit offer,<br><br>Asking for rental: RM 1800 per month nett<br><br>** 3 Beds 2 Baths layout<br>** Total Built Up of 850sf<br>** Renovated & Partially Furnished <br>** 2 Car Parks <br>** Sea View<br>** Brand New & Well Maintained<br><br>Feel free to Call/Whatsapp John Kang 010-4313391 for more info & viewing arrangement thank you!",Penang,Gelugor,2025-04-16 01:44,2025-04-16,110697229,,
"RM 2,500 per month","House, For rent",1-storey Terraced House,3,2,1500 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,CORNER LOT SSTH TAMAN KOTA MASAI<br><br>Location : Kota Masai/ Layangkasa/ Pasir Gudang/ Masai<br>Type : 3 Bed 2 Bath Fully furnished <br>Rental : <br>Family - RM2500<br>Company - RM3000<br><br>Malay Family / Company<br><br>Available Now<br>Key Ready<br><br>contact<br>📲 AIZAD 011-27575944<br><br>https://www.wasap.my/601127575944sskotamasaiCrner<br>https://www.wasap.my/601127575944sskotamasaiCrner<br><br><br><br>𝐎𝐃 𝐋𝐄𝐆𝐀𝐂𝐘 𝐑𝐄𝐀𝐋𝐓𝐘 𝐒𝐃𝐍 𝐁𝐇𝐃<br>𝐄(𝟏)𝟐𝟎𝟎𝟒/1,Johor,Pasir Gudang,2025-04-16 01:25,2025-04-16,110853324,,
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,4,2,1053 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Security, Swimming Pool, Barbeque area, Parking, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Setia Tropika 1/21, Setia Tropika, Johor","For Rent<br><br>Sky Peak Apartment <br>Location: Setia Tropika <br>Build up Area: 1,053 sq.ft. <br>3 Bedrooms + 1 Tatami room <br>2 Bathrooms <br>1 Carpark <br>Fully Furnished & Renovated Unit <br>High floor <br>Rental:  RM 2800<br>No Co-broke <br><br>016-730 3086 Ms Alicia Shum<br>PEA 1770<br>Je",Johor,Setia Tropika,2025-04-16 01:56,2025-04-16,110697694,1.548365190444166,103.71583635030596
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,2,1,734 sq.ft.,Fully Furnished,"Security, Club house, Lift, Multipurpose hall, Minimart, Playground, Jogging Track, Parking, Swimming Pool, Tennis Court, Barbeque area, Gymnasium, Squash Court, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Dato Abdullah Tahir, Taman Abad, Johor Bahru, Johor","For Rent<br>Setia Sky 88 (Life In The Clouds)<br><br>Pangsapuri Setia 88, Jalan Dato Abdullah Tahir, 80300 Johor Bahru, Johor.<br>Service Apartment Corner Lot<br>Built Up : 734 sq.ft<br>2 Bedrooms<br>1 Bathrooms<br>Intermediate Unit<br>Middle Floor<br>Gated & Guarded<br>Fully Furnished<br>Facing Swimming Pool View (SW)<br>Deposit 2+1+0.5<br>Rental Price RM 2,600<br><br>016-730 3086 Alicia Shum<br>PEA 1770",Johor,Johor Bahru,2025-04-16 01:30,2025-04-16,110853339,,
